1446975502197,24.82831645,121.01274986,3.710795,114.5999984741211,195.3,0.0,0.0,0.0,null
1446975503670,24.82831623,121.01274442,3.710795,115.9000015258789,195.3,0.0,0.0,0.0,null
1446975504677,24.82834639,121.01282339,4.5,94.19999694824219,195.3,0.0,0.0,0.0,null
1446975505671,24.82827191,121.01284581,0.0,84.9000015258789,0.0,0.0,0.0,0.0,null
1446975506680,24.82830592,121.01278125,0.0,98.0,0.0,0.0,0.0,0.0,null
1446975507000,24.8283022,121.01301891,0.9,97.19999694824219,195.3,0.0,0.0,0.0,null
1446975508000,24.82829752,121.01301275,0.0,96.80000305175781,0.0,0.0,0.0,0.0,null
1446975509000,24.82829389,121.01302118,5.3999996,96.9000015258789,115.3,0.0,0.0,0.0,null
1446975510000,24.82817988,121.01305561,10.799999,67.9000015258789,116.4,0.0,0.0,0.0,null
1446975511000,24.82809628,121.01307069,14.4,59.400001525878906,116.8,0.0,0.0,0.0,null
1446975512000,24.82808566,121.01312924,16.199999,56.400001525878906,115.9,0.0,0.0,0.0,null
1446975513000,24.82805632,121.01317867,18.0,55.400001525878906,117.0,0.0,0.0,0.0,null
1446975514000,24.82802474,121.01322448,18.9,55.400001525878906,117.3,0.0,0.0,0.0,null
1446975515000,24.82800431,121.01327112,18.9,55.400001525878906,117.4,0.0,0.0,0.0,null
1446975516000,24.8279764,121.01330743,18.0,54.70000076293945,117.8,0.0,0.0,0.0,null
1446975517000,24.82795245,121.01335179,18.0,54.099998474121094,117.5,0.0,0.0,0.0,null
1446975518000,24.82793167,121.01339409,17.1,54.900001525878906,118.1,0.0,0.0,0.0,null
1446975519000,24.82791309,121.01343479,16.199999,54.5,118.7,0.0,0.0,0.0,null
1446975520000,24.82789443,121.01347478,16.199999,54.599998474121094,118.7,0.0,0.0,0.0,null
1446975521000,24.82787732,121.01351253,16.199999,54.70000076293945,116.7,0.0,0.0,0.0,null
1446975522000,24.82786169,121.0135534,16.199999,54.400001525878906,117.7,0.0,0.0,0.0,null
1446975523000,24.82784015,121.01358829,16.199999,53.599998474121094,118.2,0.0,0.0,0.0,null
1446975524000,24.8278222,121.01362289,16.199999,52.400001525878906,117.3,0.0,0.0,0.0,null
1446975525000,24.82780442,121.01366223,16.199999,51.79999923706055,117.2,0.0,0.0,0.0,null
1446975526000,24.82778571,121.01370371,16.199999,51.79999923706055,117.5,0.0,0.0,0.0,null
1446975527000,24.82776559,121.0137435,17.1,51.0,117.4,0.0,0.0,0.0,null
1446975528000,24.82774602,121.01378583,17.1,50.900001525878906,117.7,0.0,0.0,0.0,null
1446975529000,24.82772485,121.0138284,17.1,51.29999923706055,117.9,0.0,0.0,0.0,null
1446975530000,24.82770284,121.01387044,17.1,51.29999923706055,118.2,0.0,0.0,0.0,null
1446975531000,24.82768161,121.01391168,17.1,51.599998474121094,118.2,0.0,0.0,0.0,null
1446975532000,24.8276607,121.0139496,16.199999,50.900001525878906,118.1,0.0,0.0,0.0,null
1446975533000,24.82764084,121.01398592,16.199999,50.5,117.6,0.0,0.0,0.0,null
1446975534000,24.82762201,121.01402254999999,16.199999,50.599998474121094,117.2,0.0,0.0,0.0,null
1446975535000,24.82760398,121.01406005,16.199999,50.70000076293945,117.0,0.0,0.0,0.0,null
1446975536000,24.82758569,121.014098,16.199999,50.599998474121094,116.8,0.0,0.0,0.0,null
1446975537000,24.8275676,121.01413627,16.199999,50.70000076293945,116.9,0.0,0.0,0.0,null
1446975538000,24.82755096,121.01417063,15.299999,50.70000076293945,116.9,0.0,0.0,0.0,null
1446975539000,24.8275361,121.0141962,13.5,50.599998474121094,119.4,0.0,0.0,0.0,null
1446975540000,24.82752197,121.01421343,10.799999,50.5,124.9,0.0,0.0,0.0,null
1446975541000,24.82750846,121.01422297,9.0,50.099998474121094,133.0,0.0,0.0,0.0,null
1446975542000,24.82749442,121.01422672,8.099999,49.79999923706055,143.6,0.0,0.0,0.0,null
1446975543000,24.82747544,121.01422241,7.2,50.0,162.6,0.0,0.0,0.0,null
1446975544000,24.82745297,121.01421187,8.099999,49.900001525878906,178.0,0.0,0.0,0.0,null
1446975545000,24.82742692,121.01419659,9.0,50.0,190.7,0.0,0.0,0.0,null
1446975546000,24.82739786,121.0141759,10.799999,50.29999923706055,199.7,0.0,0.0,0.0,null
1446975547000,24.82736783,121.01415472,11.7,50.5,201.8,0.0,0.0,0.0,null
