1446975502210,0.013848172,0.08415563,0.0053257896,null
1446975502232,0.008521849,0.060719807,0.018109228,null
1446975502250,0.0159787,0.093743004,0.0,null
1446975502264,0.020239757,0.11078697,-0.0031960597,null
1446975502292,0.0010649981,0.043675575,0.023435552,null
1446975502307,0.020239757,0.10652591,-0.0031960597,null
1446975502332,0.017043699,0.095873535,0.0,null
1446975502344,0.0074563185,0.05645875,0.021304756,null
1446975502367,0.017043699,0.094808005,-0.0021310614,null
1446975502387,0.017043699,0.10013459,0.0010649981,null
1446975502408,0.008521849,0.067111395,0.012782907,null
1446975502424,0.013848172,0.07563324,0.009586847,null
1446975502449,0.023435552,0.11824382,-0.008522382,null
1446975502467,0.0021302626,0.0490019,0.022370286,null
1446975502487,0.020239757,0.093743004,0.003195527,null
1446975502507,0.017043699,0.10119986,-0.0021310614,null
1446975502528,0.011717643,0.07137245,0.014913436,null
1446975502548,0.010652378,0.07243772,0.010652378,null
1446975502582,0.022370286,0.11504829,-0.0063921195,null
1446975502594,0.008521849,0.06924192,0.013848172,null
1446975502605,0.010652378,0.066045865,0.0159787,null
1446975502629,0.022370286,0.11824382,-0.008522382,null
1446975502652,0.008521849,0.066045865,0.018109228,null
1446975502671,0.011717643,0.07350271,0.011717643,null
1446975502691,0.020239757,0.10226512,-0.0031960597,null
1446975502711,0.014913436,0.08735115,0.0074563185,null
1446975502731,0.0042607915,0.052197427,0.019174227,null
1446975502751,0.02556608,0.11824382,-0.008522382,null
1446975502771,0.009586847,0.07776377,0.008521849,null
1446975502835,0.012782907,0.07669877,0.010652378,null
1446975502858,0.0074563185,0.06924192,0.012782907,null
1446975502901,0.018109228,0.09906906,-0.0021310614,null
1446975502909,0.0053257896,0.051132426,0.018109228,null
1446975502941,0.021304756,0.10226512,-0.0031960597,null
1446975502949,0.017043699,0.09693853,-0.0010655307,null
1446975502995,0.0159787,0.093743004,-0.0010655307,null
1446975503019,0.019174227,0.09693853,0.0021302626,null
1446975503039,0.0074563185,0.067111395,0.013848172,null
1446975503058,0.0159787,0.07563324,0.008521849,null
1446975503069,0.021304756,0.11717882,-0.008522382,null
1446975503096,0.0063913204,0.051132426,0.021304756,null
1446975503113,0.0159787,0.08522062,0.003195527,null
1446975503689,0.021304756,0.10972197,-0.0042615905,null
1446975503713,0.0074563185,0.064980865,0.018109228,null
1446975503717,0.013848172,0.0788293,0.0063913204,null
1446975503746,0.021304756,0.10546091,-0.0053265886,null
1446975503778,0.012782907,0.064980865,0.014913436,null
1446975503801,0.022370286,0.12143988,-0.01278344,null
1446975503821,0.0074563185,0.055393483,0.019174227,null
1446975503841,0.014913436,0.08415563,0.0042607915,null
1446975503861,0.019174227,0.09906906,-0.0042615905,null
1446975503881,0.010652378,0.07669877,0.009586847,null
1446975503902,0.010652378,0.066045865,0.011717643,null
1446975503922,0.022370286,0.10759144,-0.0053265886,null
1446975503942,0.010652378,0.08522062,0.0042607915,null
1446975503970,0.008521849,0.05965454,0.018109228,null
1446975503983,0.020239757,0.10972197,-0.0063921195,null
1446975504026,0.008521849,0.064980865,0.014913436,null
1446975504067,0.019174227,0.10333038,-0.0021310614,null
1446975504103,0.022370286,0.10226512,-0.0031960597,null
1446975504132,0.013848172,0.09267774,0.0010649981,null
1446975504142,0.011717643,0.06817666,0.012782907,null
1446975504171,0.012782907,0.07456824,0.0074563185,null
1446975504181,0.023435552,0.11930935,-0.0063921195,null
1446975504226,0.019174227,0.093743004,0.003195527,null
1446975504250,0.018109228,0.10226512,-0.0031960597,null
1446975504262,0.010652378,0.06817666,0.014913436,null
1446975504292,0.009586847,0.063915335,0.008521849,null
1446975504301,0.028761607,0.1267662,-0.01278344,null
1446975504346,0.014913436,0.08309036,0.0063913204,null
1446975504437,0.023435552,0.108656436,-0.008522382,null
1446975504443,0.0074563185,0.06817666,0.014913436,null
1446975504449,0.012782907,0.067111395,0.013848172,null
1446975504454,0.020239757,0.11398303,-0.008522382,null
1446975504460,0.009586847,0.063915335,0.013848172,null
1446975504463,0.010652378,0.07243772,0.011717643,null
1446975504506,0.008521849,0.060719807,0.019174227,null
1446975504556,0.011717643,0.079894565,0.008521849,null
1446975504562,0.021304756,0.10119986,0.0,null
1446975504570,0.012782907,0.08309036,0.0074563185,null
1446975504583,0.0063913204,0.05645875,0.018109228,null
1446975504635,0.009586847,0.07137245,0.010652378,null
1446975504647,0.012782907,0.07243772,0.010652378,null
1446975504662,0.0159787,0.09267774,-0.0010655307,null
1446975504704,0.0063913204,0.060719807,0.014913436,null
1446975504732,0.019174227,0.08841668,0.003195527,null
1446975504748,0.018109228,0.10652591,-0.0031960597,null
1446975504762,0.0042607915,0.045806106,0.023435552,null
1446975504785,0.020239757,0.10226512,-0.0063921195,null
1446975504805,0.0159787,0.093743004,0.0,null
1446975504825,0.009586847,0.07030719,0.013848172,null
1446975504845,0.014913436,0.07563324,0.0063913204,null
1446975504861,0.023435552,0.12037435,-0.009587646,null
1446975504886,0.0021302626,0.050066896,0.023435552,null
1446975504907,0.019174227,0.08735115,0.0042607915,null
1446975504927,0.020239757,0.11078697,-0.0063921195,null
1446975504947,0.008521849,0.058589276,0.019174227,null
1446975504972,0.012782907,0.079894565,0.0074563185,null
1446975505029,0.022370286,0.108656436,-0.0053265886,null
1446975505032,0.009586847,0.058589276,0.014913436,null
1446975505055,0.026631344,0.13528831,-0.015979499,null
1446975505064,0.0042607915,0.044740573,0.023435552,null
1446975505110,0.026631344,0.14274517,-0.018109761,null
1446975505155,0.013848172,0.07350271,0.0053257896,null
1446975505206,0.018109228,0.08735115,0.0053257896,null
1446975505245,0.008521849,0.029827138,0.033022664,null
1446975505289,0.023435552,0.10972197,0.0,null
1446975505327,0.028761607,0.12570094,-0.0021310614,null
1446975505352,0.0074563185,0.062850334,0.0063913204,null
